task_lang,transfer_lang,uas,las
yrk,ug,0.4394654088050314,0.1705974842767295
bxr,ug,0.4846943862797886,0.2525675540931299
da,ug,0.4758056470118726,0.2893345305796668
ar,ug,0.1584672334540129,0.0696985721840296
arh,ug,0.3566986998304126,0.1428302242321462
mt,ug,0.1878443059694753,0.0330533730696288
ur,ug,0.5164122652978522,0.3610022963663379
kpv,ug,0.2737932382255227,0.1194059018956419
az,ug,0.7335526315789473,0.5921052631578947
ko,ug,0.6530004607913796,0.4424896912697756
or,ug,0.6462585034013606,0.4412050534499514
bej,ug,0.2670069450255208,0.092711906953393
jaa,ug,0.2347826086956521,0.1130434782608695
ga,ug,0.3156065920974253,0.1470977563041895
mpu,ug,0.3370786516853932,0.0842696629213483
apu,ug,0.22,0.1
sjo,ug,0.0508573655494933,0.0185762535723564
jv,ug,0.3593390504078644,0.2074182528062469
orv,ug,0.4191152597402597,0.2285443722943723
ru,ug,0.4920059668828648,0.3314425734286663
say,ug,0.2026522593320235,0.0765225933202357
myu,ug,0.2563600782778865,0.0880626223091976
pcm,ug,0.4140069686411149,0.2508710801393728
no,ug,0.5049964376404392,0.3169586583605838
uz,ug,0.711705685618729,0.5693422519509476
yue,ug,0.2608851846529674,0.1424773674378502
hy,ug,0.5567316442358351,0.4100292159586187
olo,ug,0.4475806451612903,0.2762096774193548
yi,ug,0.6681641209943097,0.4672057502246181
ckb,ug,0.3114754098360656,0.1311475409836065
sme,ug,0.2093906093906093,0.0637362637362637
et,ug,0.5709950176087768,0.4131165100540435
th,ug,0.2207043614433745,0.0954919534868223
gun,ug,0.1185728474291389,0.0220032088012835
aln,ug,0.4009380863039399,0.1532833020637898
sk,ug,0.5682674199623352,0.3963433772755806
pad,ug,0.3432539682539682,0.1785714285714285
ang,ug,0.3216374269005848,0.1345029239766081
eme,ug,0.4033149171270718,0.1902624309392265
af,ug,0.476498062208089,0.262645334393322
oc,ug,0.4564677851682716,0.2229723021939839
fr,ug,0.4326474829795083,0.233641882147768
ja,ug,0.144190667452968,0.0422238514953007
gya,ug,0.1972511144130757,0.0352897473997028
ka,ug,0.5835426207711627,0.4329541537400896
lij,ug,0.3178155774395703,0.1139958221426439
naq,ug,0.283495145631068,0.1151178918169209
cy,ug,0.3726653353694349,0.1781393163397157
el,ug,0.5005363655867839,0.2822355717657155
kmr,ug,0.4629130478187082,0.2795248078266946
pay,ug,0.3927485380116959,0.1520467836257309
sab,ug,0.3770733505344636,0.1769259122742351
ug,ug,0.8097773475314618,0.705808325266215
xpg,ug,0.2602252519264967,0.0865441612329579
ht,ug,0.211203007518797,0.0405263157894736
br,ug,0.4022586448131121,0.1984809114531281
lt,ug,0.5408197547455065,0.3900554342348395
kk,ug,0.7340861397022085,0.6003797341860697
pro,ug,0.3150097067538571,0.1493818330438336
is,ug,0.4049366989596952,0.2519806018347804
fi,ug,0.5794188995479105,0.4259841217333774
otk,ug,0.1645569620253164,0.0822784810126582
bn,ug,0.61875,0.5
sah,ug,0.5315068493150685,0.273972602739726
yrl,ug,0.2139358192542237,0.0695791262621213
bar,ug,0.3925246076084065,0.1930699654163341
tt,ug,0.487280701754386,0.2986842105263158
pt,ug,0.3987859693341735,0.219663936147868
gn,ug,0.2949308755760368,0.1013824884792626
sd,ug,0.6130753232661181,0.4294239985532145
id,ug,0.3455616710714545,0.2175156996338772
eu,ug,0.5544842865348322,0.3838516451957003
bho,ug,0.3794448612153038,0.1984996249062265
ky,ug,0.7392673373780816,0.5170877812763996
nl,ug,0.5110511725481381,0.3034889238530506
nds,ug,0.3602478811628543,0.1618518180989702
xcl,ug,0.3465960122148374,0.1613975211065205
aii,ug,0.0816777041942604,0.0264900662251655
sa,ug,0.3595937905426564,0.1210128394398962
got,ug,0.2370072563247695,0.042067071974897
mk,ug,0.6272058823529412,0.3654411764705882
gl,ug,0.392739898989899,0.1979324494949495
lv,ug,0.5669093915873142,0.4038835987303619
xav,ug,0.305940151853506,0.0866458240285841
ab,ug,0.475484175720359,0.2465753424657534
aqz,ug,0.4243869209809264,0.2302452316076294
azz,ug,0.327319587628866,0.1406621728786677
vi,ug,0.314580265095729,0.1935935198821796
nmf,ug,0.3734817813765182,0.1663292847503373
cop,ug,0.0350394251854616,0.0049456445667895
krl,ug,0.449256625727214,0.2976729153199741
gwi,ug,0.7569444444444444,0.5952380952380952
bm,ug,0.2233234464298632,0.053461621934457
ess,ug,0.2671339563862928,0.0689252336448598
quc,ug,0.2664536103066014,0.0631179466693298
ro,ug,0.3999264358152488,0.2189410260452244
frm,ug,0.4231678486997636,0.2234766246924301
abq,ug,0.263803680981595,0.0705521472392638
xum,ug,0.2951807228915662,0.0834767641996557
ha,ug,0.236662865596203,0.0864486701389959
vep,ug,0.328472755180353,0.1642363775901765
de,ug,0.4980851043069297,0.3103179946529282
hit,ug,0.3231474407944996,0.0901451489686783
ceb,ug,0.4306463326071169,0.1663035584604212
ml,ug,0.622555139409072,0.4398668331252601
cs,ug,0.4918498056898349,0.3149855790713734
sl,ug,0.4841571265802181,0.2917367478704357
xnr,ug,0.4968178202068417,0.2871917263325378
cu,ug,0.3844162310181727,0.1502116006970376
hr,ug,0.485078318219291,0.2976092333058532
tl,ug,0.496996176952485,0.263790278536319
mdf,ug,0.3123959076849869,0.1263383297644539
ajp,ug,0.4233206590621039,0.2332065906210393
wo,ug,0.2059021436124194,0.03662405075459
gu,ug,0.6015915119363395,0.4212201591511936
akk,ug,0.2048494645382905,0.0361689230147504
sms,ug,0.2995014245014245,0.121082621082621
sr,ug,0.499255756938972,0.3019875667629805
he,ug,0.3767064991659006,0.2286453545773329
lzh,ug,0.3479123839228751,0.1260012759622882
en,ug,0.5492118082570581,0.349985876476156
gsw,ug,0.2784979031643156,0.1138963019443385
wbp,ug,0.4603174603174603,0.2126984126984127
nhi,ug,0.3316774125356728,0.1120388965225663
ota,ug,0.4566229191999664,0.3064698729506478
sq,ug,0.5170015455950541,0.3114374034003091
ta,ug,0.690137765143232,0.5532473212333261
yo,ug,0.1426665049132597,0.0249909013708601
koi,ug,0.3457382953181273,0.1812725090036014
es,ug,0.3984429779335945,0.2125592905753763
be,ug,0.4937453089817363,0.3324993745308982
cpg,ug,0.4699058875027358,0.207922959072007
hu,ug,0.5617343032159265,0.3813169984686064
fa,ug,0.3613317727917922,0.2580621062330353
pl,ug,0.521093760400442,0.3468589001158193
sga,ug,0.2570093457943925,0.058411214953271
gd,ug,0.3044257808813815,0.132395961121072
ps,ug,0.5298746004425867,0.3663634128350135
zh,ug,0.2203942849292485,0.121056005861611
tr,ug,0.7179565525942281,0.5519831256899542
bg,ug,0.5546934622233528,0.3418977359450521
grc,ug,0.4527219346018512,0.248391940653085
hi,ug,0.5555443055063366,0.382591673838573
arr,ug,0.3523070288917637,0.130659767141009
egy,ug,0.2694615912208505,0.0405521262002743
hyw,ug,0.5353198428582018,0.357942331924987
it,ug,0.4266785825303077,0.2113770593720857
te,ug,0.8307905686546463,0.7045769764216366
urb,ug,0.4207650273224044,0.1502732240437158
ca,ug,0.3680926019124308,0.1816809260191243
si,ug,0.5568181818181818,0.3613636363636364
mr,ug,0.7038834951456311,0.5461165048543689
tpn,ug,0.2885980479148181,0.1366459627329192
gv,ug,0.1825649946844496,0.0243548854740504
uk,ug,0.4844881442567088,0.3279142410904444
wuu,ug,0.2997711670480549,0.1418764302059496
ltg,ug,0.4411764705882353,0.2588235294117647
am,ug,0.6068931068931069,0.2475524475524475
hsb,ug,0.4471209814632399,0.2939912241425629
bor,ug,0.2591635916359163,0.113530135301353
tn,ug,0.1682242990654205,0.0373831775700934
sdh,ug,0.4191176470588235,0.2279411764705882
fo,ug,0.4888447924487826,0.3195323393757374
nap,ug,0.3532338308457711,0.0945273631840796
ht,uk,0.3154887218045112,0.0960150375939849
ctn,uk,0.3418084888250974,0.1688879775818467
lv,uk,0.8453228774905978,0.7165186311381398
vi,uk,0.6832842415316642,0.514580265095729
et,uk,0.7737799633218105,0.6263693461220118
be,uk,0.877658243682762,0.8127345509131849
gun,uk,0.2059744823897929,0.0168080067232026
hit,uk,0.1443850267379679,0.0313216195569136
ga,uk,0.6365742272817526,0.4558541266794625
is,uk,0.6371001083883656,0.4965081067793012
hy,uk,0.7726423679294986,0.6479716461516356
eme,uk,0.3491022099447514,0.1881906077348066
en,uk,0.7961950731202085,0.6572592434746842
otk,uk,0.1962025316455696,0.050632911392405
nap,uk,0.4676616915422885,0.2039800995024875
vep,uk,0.4666155026861089,0.261703760552571
wuu,uk,0.3352402745995423,0.1510297482837528
apu,uk,0.319,0.183
ko,uk,0.6207096187246712,0.4017037465883715
pay,uk,0.2860818713450292,0.0783625730994152
tpn,uk,0.2570984915705412,0.1091393078970718
ajp,uk,0.6451204055766794,0.4550063371356147
urb,uk,0.2103825136612022,0.0683060109289617
ka,uk,0.7721475353326439,0.6353966612498153
ml,uk,0.5834373699542239,0.4298793175197669
ur,uk,0.390990139132784,0.2700932054572471
da,uk,0.7247331138381722,0.6226678639130001
lb,uk,0.4902912621359223,0.2572815533980582
no,uk,0.7684831655675113,0.6722263833829628
or,uk,0.5568513119533528,0.3828960155490767
gl,uk,0.7717171717171717,0.6521622474747475
krl,uk,0.5976082740788623,0.4104718810601163
eo,uk,0.8198683423099941,0.7019748653500898
arh,uk,0.2679479932165065,0.0810250612398718
kk,uk,0.6769261516938143,0.5316278604976516
quc,uk,0.369619494656946,0.1543992809347847
ro,uk,0.8076121415935403,0.6693289895433766
pl,uk,0.8834351744611739,0.7710105568646245
xcl,uk,0.582360337704329,0.3808155200287408
say,uk,0.2454813359528487,0.0805500982318271
hsb,uk,0.645294170323274,0.5464314498074684
got,uk,0.2996666012943714,0.0931555206903314
pad,uk,0.25,0.1309523809523809
mt,uk,0.2995574821638219,0.0781179445498058
ab,uk,0.327727916863486,0.1858290033065659
fa,uk,0.5485718554672909,0.4632318151256319
it,uk,0.7822039166925707,0.6651927261423687
mdf,uk,0.3345229597906257,0.1763026409707352
te,uk,0.8224687933425797,0.6990291262135923
uk,uk,0.920275450802215,0.8916654834587534
sq,uk,0.8431221020092736,0.6630602782071098
hi,uk,0.5383148551274912,0.3825579236909161
hyw,uk,0.7500555926173004,0.588244014528204
br,uk,0.6823905656606036,0.4595242854287427
gwi,uk,0.5079365079365079,0.4176587301587302
ota,uk,0.4882385005660615,0.3146882468866619
mpu,uk,0.2528089887640449,0.0786516853932584
cs,uk,0.8584880367225901,0.7677133688101718
ky,uk,0.6458029337224483,0.4160202749404807
sv,uk,0.8054932735426009,0.6980174651876327
nhi,uk,0.4139097347003488,0.1806362963745904
sd,uk,0.5694004882900805,0.3871959490008138
mk,uk,0.9066176470588236,0.7566176470588235
ug,uk,0.573378509196515,0.4112294288480155
tr,uk,0.6835376912158966,0.5035089102665194
sk,uk,0.8899089767733835,0.8076741996233522
gub,uk,0.2543668122270742,0.1008733624454148
bar,uk,0.5555333865389731,0.3778930566640064
ca,uk,0.7988592518033887,0.6943298104344908
th,uk,0.5802485589577849,0.352347316162996
gv,uk,0.3734415772687736,0.1180052189040301
ru,uk,0.8977727066547578,0.8345218777911311
fro,uk,0.6287584627638391,0.4930306650736758
lt,uk,0.8244582563413405,0.6734419620359483
eu,uk,0.7170755723311726,0.5436120456223845
gn,uk,0.3225806451612903,0.0967741935483871
cop,uk,0.0701255073951383,0.0073251528017543
xpg,uk,0.2240663900414937,0.0557202133965619
ckt,uk,0.3019268451992162,0.1451665578053559
frm,uk,0.6933468422830125,0.5894726685000241
grc,uk,0.5927967906048992,0.4310495528810596
koi,uk,0.3973589435774309,0.2569027611044417
lzh,uk,0.3334160345927554,0.1381938044942227
bej,uk,0.1337126600284495,0.0194126014559451
xum,uk,0.1566265060240964,0.0344234079173838
ang,uk,0.327485380116959,0.2046783625730994
scn,uk,0.5479293109603713,0.3362192074259193
el,uk,0.833190302510191,0.7052492312093256
ja,uk,0.1313229520303044,0.0239768784898763
yo,uk,0.2268591532209147,0.0674511706902826
sms,uk,0.3311965811965812,0.1855413105413105
sdh,uk,0.3235294117647059,0.1691176470588235
wo,uk,0.3374026723060656,0.087378640776699
yue,uk,0.3915792498922258,0.2045552521914068
yrl,uk,0.3055083474957513,0.1180645806258122
aln,uk,0.5291432145090682,0.2719199499687305
ta,uk,0.7216269407391209,0.552372621911218
xnr,uk,0.4180588703261734,0.2163882259347653
hbo,uk,0.5017577068685776,0.2548674959437533
tl,uk,0.718186783178591,0.4877116329874386
akk,uk,0.270842594463528,0.0529804000808244
sab,uk,0.3626981201621821,0.1581275340950976
kmr,uk,0.6744534291704103,0.4772886093640811
ar,uk,0.3368099906439409,0.2464304600740349
myu,uk,0.2211350293542074,0.0900195694716242
nds,uk,0.5184543880433792,0.3359154287797321
sl,uk,0.85820085725137,0.7593999240410179
gd,uk,0.5997923940737945,0.4023780315183543
bor,uk,0.2660516605166051,0.1225092250922509
naq,uk,0.2478964401294498,0.1099398982894128
sjo,uk,0.0463756819953234,0.0027279812938425
pcm,uk,0.4981881533101045,0.3050174216027874
ceb,uk,0.55119825708061,0.2737835875090777
mr,uk,0.7014563106796117,0.5436893203883495
uz,uk,0.6218506131549609,0.455406911928651
cpg,uk,0.6296782665791202,0.4075289997811337
lij,uk,0.5729632945389436,0.355863921217547
ltg,uk,0.6705882352941176,0.5411764705882353
yrk,uk,0.2279874213836478,0.0393081761006289
sa,uk,0.3161096944481725,0.1080391893705542
aqz,uk,0.3365122615803814,0.1846049046321526
jv,uk,0.6356410792721188,0.4423760719514746
bm,uk,0.2670910800839181,0.0714750777689358
myv,uk,0.3232779325583629,0.1788836583725622
zh,uk,0.2967669551678344,0.1519668452626276
ha,uk,0.295435633494622,0.1131691681819582
hu,uk,0.7997702909647779,0.6883614088820827
nl,uk,0.8301490971753952,0.7225593766389451
bn,uk,0.690625,0.534375
arr,uk,0.3781802501078051,0.1302285467874083
ckb,uk,0.2377049180327868,0.0983606557377049
sme,uk,0.2353646353646353,0.0998001998001998
es,uk,0.8153536811713755,0.7042070530006187
gu,uk,0.6519893899204244,0.4875331564986737
fr,uk,0.7955864104369991,0.6857162021665493
oc,uk,0.6277176610741586,0.4755286409212746
pt,uk,0.8059399285864314,0.6778785969334173
he,uk,0.8011439076703095,0.6418139107343479
kpv,uk,0.3032050029314051,0.1651358217705686
azz,uk,0.4494448850118953,0.2255154639175257
bg,uk,0.9018061561943526,0.7763291783261257
wbp,uk,0.1873015873015873,0.092063492063492
gya,uk,0.1887072808320951,0.0297176820208023
sah,uk,0.3150684931506849,0.1630136986301369
sga,uk,0.4007009345794392,0.1074766355140186
cu,uk,0.5230271346776201,0.309982574060244
am,uk,0.6336663336663336,0.2918081918081918
pro,uk,0.5379585163993053,0.4238275263104117
tn,uk,0.4485981308411215,0.219626168224299
gsw,uk,0.4369043080442241,0.2441860465116279
la,uk,0.6763478260869565,0.5452850241545893
hr,uk,0.8907254740313273,0.8115828524319868
jaa,uk,0.2,0.0608695652173913
si,uk,0.6818181818181818,0.4113636363636364
yi,uk,0.772586602775282,0.6753519017669961
bho,uk,0.3291822955738934,0.154688672168042
tt,uk,0.3991228070175439,0.225
id,uk,0.782702519215382,0.6256091942875155
fo,uk,0.6390110479459401,0.51871715113161
sr,uk,0.8916031871114614,0.8080728482619736
cy,uk,0.6995183836485376,0.4796781393163397
egy,uk,0.3087277091906721,0.0686728395061728
nmf,uk,0.2614709851551957,0.1383265856950067
olo,uk,0.5631720430107527,0.3884408602150537
orv,uk,0.6606737012987013,0.5217126623376623
abq,uk,0.161042944785276,0.0383435582822085
xav,uk,0.3430102724430549,0.0794997766860205
af,uk,0.7031700288184438,0.5061114975653384
ess,uk,0.2757009345794392,0.0856697819314641
de,uk,0.7892370665261597,0.7026545089085339
fi,uk,0.7662917631491896,0.6375565111919727
ps,uk,0.669043521022867,0.5552003934103762
az,uk,0.6929824561403509,0.5197368421052632
aii,uk,0.0927152317880794,0.0397350993377483
bxr,uk,0.4393259547312793,0.2577525176986738
ro,ur,0.5433065349517454,0.3647207188271767
hr,ur,0.6020197856553998,0.4684666117065127
cu,ur,0.4432661189942743,0.2019915359721185
hit,ur,0.3422459893048128,0.0725744843391902
sab,ur,0.3394765941761887,0.1651308514559528
yrl,ur,0.1986404078776367,0.0689793062081375
lij,ur,0.4435989256938227,0.1774097284392718
lv,ur,0.638259849030434,0.4791816702675309
ht,ur,0.2086466165413533,0.0394736842105263
bor,ur,0.2448339483394833,0.1074415744157441
arh,ur,0.2702091577162238,0.1213491614848313
kk,ur,0.7172978914759668,0.5435195363245728
apu,ur,0.22,0.098
sr,ur,0.6078276858418702,0.4729883547850451
myv,ur,0.3072341243154962,0.1388221731194159
ab,ur,0.476995748700992,0.2454416627302787
tn,ur,0.2476635514018691,0.0560747663551401
ota,ur,0.454694117153759,0.2941003815673613
oc,ur,0.5897945001489129,0.3372381614216221
mpu,ur,0.2528089887640449,0.0786516853932584
naq,ur,0.3056865464632455,0.1120665742024965
sms,ur,0.3639601139601139,0.1492165242165242
eu,ur,0.6348568146385493,0.4915073438910314
pro,ur,0.4355778072953918,0.2298968018800449
cpg,ur,0.5353469030422412,0.2295907200700372
mr,ur,0.7475728155339806,0.6213592233009708
ajp,ur,0.4879594423320659,0.2902408111533587
id,ur,0.4494580898576728,0.3072278932182431
sah,ur,0.5280821917808219,0.2246575342465753
ka,ur,0.7175358250849461,0.5843305264194613
pad,ur,0.3313492063492063,0.1527777777777778
lb,ur,0.4077669902912621,0.1796116504854369
ml,ur,0.5771951727007907,0.4040782355389097
ckb,ur,0.3688524590163934,0.180327868852459
gn,ur,0.2350230414746544,0.0921658986175115
hyw,ur,0.654881031798977,0.4549699799866578
xnr,ur,0.5461416070007955,0.3643595863166269
sd,ur,0.7649877927479881,0.6130753232661181
eo,ur,0.5990424895272292,0.4509275882704967
yo,ur,0.1350236564357636,0.02426301103967
af,ur,0.6521911954685482,0.4321772831163669
yrk,ur,0.4606918238993711,0.1705974842767295
gv,ur,0.1907799362133951,0.0226152507973325
bxr,ur,0.4795094226742447,0.2477814338418586
tr,ur,0.710229064816275,0.5203142248856647
gya,ur,0.1597325408618127,0.0245170876671619
got,ur,0.2522063149637183,0.0446165914885271
bm,ur,0.2299066772770021,0.0541850538956811
hsb,ur,0.4841049520909823,0.3538998835855646
hi,ur,0.8169223240351676,0.7247675458580132
az,ur,0.7445175438596491,0.6085526315789473
ky,ur,0.6837416481069042,0.4428231318639121
ps,ur,0.6722399803294812,0.5215146299483648
wuu,ur,0.1853546910755149,0.0652173913043478
yi,ur,0.6939203354297694,0.5172207247678946
is,ur,0.5858391159085068,0.4331567832120948
gun,ur,0.1549392619757048,0.012988005195202
lzh,ur,0.3235627702559013,0.0475650386333026
koi,ur,0.3469387755102041,0.1680672268907563
vep,ur,0.3883346124328473,0.1941673062164236
gub,ur,0.0893013100436681,0.0306768558951965
say,ur,0.1594302554027505,0.0527504911591355
no,ur,0.6054549772557043,0.4352472642905424
ess,ur,0.2445482866043613,0.102803738317757
fi,ur,0.6497133090748705,0.4931359576579556
mt,ur,0.1986814774677142,0.0309762485324663
aii,ur,0.1567328918322295,0.0242825607064017
sv,ur,0.6415211234363937,0.4736842105263157
gu,ur,0.709814323607427,0.5761273209549072
olo,ur,0.491263440860215,0.301747311827957
abq,ur,0.2776073619631902,0.0475460122699386
krl,ur,0.4938590820943762,0.3451842275371687
quc,ur,0.2412863277738939,0.0483371616898032
et,ur,0.6494473927649836,0.4910333187269747
cop,ur,0.0979330938272756,0.0022395371623197
gwi,ur,0.7668650793650794,0.5803571428571429
gsw,ur,0.383625619519634,0.1461589782691574
sjo,ur,0.1004156923876331,0.0335801506884905
ltg,ur,0.4529411764705882,0.2588235294117647
jv,ur,0.4144181830858258,0.2482744195774942
urb,ur,0.4207650273224044,0.1229508196721311
mk,ur,0.725,0.5213235294117647
nap,ur,0.3034825870646766,0.1094527363184079
xcl,ur,0.453835099694629,0.2315430213759655
tl,ur,0.5996723102129984,0.3653741125068269
arr,ur,0.2902112979732643,0.1078050884001724
he,ur,0.4943655738263031,0.3118510196438906
bg,ur,0.668532180106843,0.4993640295090308
ha,ur,0.2251980152248281,0.0704533547015132
da,ur,0.5635039409358475,0.4020752269779507
otk,ur,0.1075949367088607,0.0632911392405063
br,ur,0.5162902258644813,0.2315610633619828
ca,ur,0.5309176312699212,0.3261701056869652
nl,ur,0.6169676082015934,0.4366274568567219
kpv,ur,0.3091655266757866,0.1270275552081297
ur,ur,0.8770093205457247,0.8282453059570445
mdf,ur,0.3169164882226981,0.1218177492267428
sme,ur,0.2255744255744255,0.0611388611388611
ang,ur,0.2573099415204678,0.1169590643274853
grc,ur,0.5117102579618548,0.2893162105829355
la,ur,0.5293816425120773,0.3648309178743961
aln,ur,0.4956222639149468,0.2042526579111944
jaa,ur,0.2695652173913043,0.1391304347826087
nhi,ur,0.3350597188457879,0.1045344043969982
cs,ur,0.5913718162245603,0.4412614588834274
ga,ur,0.396551724137931,0.2062346945529155
ar,ur,0.2148639303583777,0.1239881218728389
cy,ur,0.4730999647597791,0.2451544696346763
azz,ur,0.3466494845360824,0.1396708961141951
nmf,ur,0.4170040485829959,0.1585695006747638
aqz,ur,0.3985013623978201,0.1975476839237057
am,ur,0.5499500499500499,0.2653346653346653
ctn,ur,0.4502084614858861,0.2097600984211605
en,ur,0.6467582796061271,0.4506395230709001
bar,ur,0.4921521681298217,0.2501995211492418
si,ur,0.5909090909090909,0.4170454545454545
wo,ur,0.2073440353744112,0.0361434201672594
tpn,ur,0.2686335403726708,0.117790594498669
sdh,ur,0.4044117647058823,0.2867647058823529
bej,ur,0.2966278972470923,0.0885281566396117
ru,ur,0.6046846577225774,0.4821297469686271
xum,ur,0.3399311531841652,0.0714285714285714
ceb,ur,0.4488017429193899,0.1808278867102396
wbp,ur,0.4285714285714285,0.1777777777777777
hy,ur,0.6724938933856985,0.5190382681162891
pt,ur,0.550417979416089,0.3642049989498004
be,ur,0.5656742556917689,0.4590317738303728
gd,ur,0.422194960837973,0.2132679060111352
fr,ur,0.566161921051749,0.3548730589931918
ug,ur,0.6606001936108422,0.4982575024201355
lt,ur,0.6090206618511674,0.4524609440618176
fro,ur,0.5602598566308243,0.3151383910792513
pay,ur,0.3452631578947368,0.1214035087719298
es,ur,0.5603732728397608,0.3603114044132811
pcm,ur,0.4552613240418118,0.2615331010452961
de,ur,0.6317789746892258,0.4657587377788185
fo,ur,0.5955164646572991,0.4568272015445672
ko,ur,0.6065550527547053,0.4066188546380425
sk,ur,0.6581136220966729,0.5054927809165097
uz,ur,0.6795986622073579,0.5178372352285395
zh,ur,0.164434217154371,0.0688052388148555
eme,ur,0.4036602209944751,0.1971685082872928
akk,ur,0.2095776924631238,0.0383107698524954
xav,ur,0.2836087539079946,0.1009379187137114
sga,ur,0.3364485981308411,0.0829439252336448
sa,ur,0.3646490403972621,0.1087102402362099
uk,ur,0.5922192247621753,0.462835439443419
vi,ur,0.4353460972017673,0.2674521354933726
sq,ur,0.5935085007727975,0.4095826893353941
te,ur,0.8460471567267683,0.7142857142857143
xpg,ur,0.2471843509187907,0.0622406639004149
hbo,ur,0.2779881016765819,0.0941725256895619
ckt,ur,0.3647942521227955,0.1513716525146962
or,ur,0.6569484936831875,0.4334305150631681
tt,ur,0.4929824561403508,0.2986842105263158
kmr,ur,0.543675751222921,0.3795547569132474
sl,ur,0.6039281645054527,0.4204600944061635
ta,ur,0.7762956483708725,0.619724469713536
hu,ur,0.6715160796324655,0.4648736600306278
orv,ur,0.518073593073593,0.3300054112554113
pl,ur,0.6182089274065791,0.4592302674494455
fa,ur,0.5319122444405707,0.4381801429389645
yue,ur,0.1966518177899123,0.0900273027733869
frm,ur,0.5670864090316978,0.3603994789405124
gl,ur,0.5463383838383838,0.359090909090909
myu,ur,0.2553816046966732,0.0880626223091976
th,ur,0.2450604737946889,0.093559457568387
egy,ur,0.2069615912208504,0.0256344307270233
scn,ur,0.4543020349875045,0.19127097465191
bho,ur,0.5365341335333833,0.3758439609902476
bn,ur,0.75625,0.6
ja,ur,0.1140163529430516,0.0309553030182283
el,ur,0.6614460416219695,0.4048129871987413
it,ur,0.5883431768728629,0.364205781784271
nds,ur,0.4406269935295726,0.201130046477718
gun,uz,0.0991672396668958,0.0238368095347238
sab,uz,0.3486914854404718,0.1717655731662366
arr,uz,0.3104786545924967,0.1375592927986201
da,uz,0.3974857826997904,0.2251820812132096
ka,uz,0.4838725562613877,0.3506180134928842
hbo,uz,0.1583964305029745,0.0456327744726879
orv,uz,0.3509199134199134,0.185457251082251
no,uz,0.414786532454009,0.242605820347467
urb,uz,0.4672131147540984,0.1721311475409836
bar,uz,0.3613328012769353,0.1674647512636339
fi,uz,0.4837358032859191,0.3415067813430367
sdh,uz,0.4264705882352941,0.2573529411764705
ota,uz,0.414650509455323,0.279424713824479
mr,uz,0.6213592233009708,0.4951456310679611
az,uz,0.706140350877193,0.5625
eme,uz,0.4419889502762431,0.2396408839779005
kk,uz,0.6892175477165984,0.5423203757369841
pt,uz,0.3130602814534761,0.174664986347406
mdf,uz,0.2926481084939329,0.1203901974779919
jv,uz,0.2927560482465314,0.1631457854005438
nmf,uz,0.4298245614035088,0.23110661268556
myv,uz,0.2582380632145259,0.1130752233643962
gya,uz,0.1872213967310549,0.037518573551263
ceb,uz,0.3347857661583152,0.0973129992737835
mt,uz,0.1973268310304343,0.0243836358710376
ar,uz,0.1141276491884635,0.0436643208721474
tn,uz,0.2009345794392523,0.0373831775700934
eu,uz,0.4436284565520637,0.2986789201608271
yue,uz,0.1510992958758442,0.0667480959908032
ha,uz,0.2026997873455173,0.0719326902333035
yrk,uz,0.4787735849056603,0.1981132075471698
bg,uz,0.4810480793691172,0.2775375222589671
koi,uz,0.2881152460984393,0.1596638655462184
tpn,uz,0.2602040816326531,0.1228926353149955
gd,uz,0.2251580636029065,0.0968198546758516
vi,uz,0.2861561119293078,0.1636966126656848
wbp,uz,0.4444444444444444,0.2126984126984127
oc,uz,0.4048446341705549,0.2151295542539462
el,uz,0.4294142887792319,0.2542372881355932
gub,uz,0.0894104803493449,0.0260917030567685
nds,uz,0.3007381755217351,0.1283149548892736
sd,uz,0.5274437110046116,0.348223166651596
gv,uz,0.1569537063883251,0.0148835411230308
nl,uz,0.4270372867810494,0.2585350016233361
hit,uz,0.3055767761650114,0.0870893812070282
xcl,uz,0.2764505119453925,0.1269085683492006
ru,uz,0.4041440843219685,0.2609856579704181
yo,uz,0.1048162076913745,0.0162562173965789
gl,uz,0.3001736111111111,0.1642834595959596
es,uz,0.3218395545473293,0.1946174468962672
aqz,uz,0.406675749318801,0.2459128065395095
he,uz,0.2742314370340108,0.1504102406972389
ta,uz,0.6461841242073038,0.5071069319921278
tr,uz,0.6811819902223624,0.513513247121905
ctn,uz,0.4881416171143462,0.249880390950721
ur,uz,0.4150344454950695,0.2577333513440497
mpu,uz,0.3426966292134831,0.0842696629213483
bm,uz,0.2271576358243507,0.0641684149605729
ht,uz,0.1850375939849624,0.0284210526315789
is,uz,0.3310426513805549,0.1970265830847105
ca,uz,0.2856567689984902,0.1707599396074484
krl,uz,0.3687782805429864,0.2307692307692307
gsw,uz,0.2597216927182615,0.1026972931757529
myu,uz,0.2769080234833659,0.111545988258317
ess,uz,0.1764018691588785,0.0272585669781931
ajp,uz,0.3168567807351077,0.1634980988593156
mk,uz,0.5669117647058823,0.3154411764705882
cpg,uz,0.4092799299627927,0.1864740643466841
uk,uz,0.3928723555303138,0.2580931421269345
it,uz,0.3405035747590923,0.181893068075847
arh,uz,0.2990390050876201,0.129640097983795
olo,uz,0.3407258064516129,0.1881720430107527
be,uz,0.4047410557918439,0.261195896922692
ga,uz,0.2313852670593686,0.1106625190283936
si,uz,0.4920454545454545,0.3045454545454545
