task_lang,transfer_lang,accuracy,f1_score,transfer_language
ghs,deu,0.1538461538461538,0.0607142857142857,results
nog,deu,0.3272727272727272,0.2530932513541209,results
kek,deu,0.1711711711711711,0.0490956072351421,results
mcq,deu,0.1727272727272727,0.0498687664041994,results
mic,deu,0.1711711711711711,0.0490956072351421,results
cux,deu,0.1711711711711711,0.0487179487179487,results
cya,deu,0.1711711711711711,0.0487179487179487,results
xon,deu,0.1711711711711711,0.0487179487179487,results
nag,deu,0.1711711711711711,0.0487179487179487,results
big,deu,0.1711711711711711,0.0487179487179487,results
myk,deu,0.1711711711711711,0.0487179487179487,results
msb,deu,0.2882882882882883,0.1796333859214184,results
cbc,deu,0.1711711711711711,0.0487179487179487,results
zab,deu,0.1711711711711711,0.0587301587301587,results
pjt,deu,0.1651376146788991,0.0472440944881889,results
nfa,deu,0.1651376146788991,0.0472440944881889,results
wer,deu,0.1801801801801801,0.0680774278215223,results
cwe,deu,0.1981981981981982,0.080078431372549,results
atg,deu,0.1621621621621621,0.0465116279069767,results
bba,deu,0.1621621621621621,0.0476190476190476,results
kyq,deu,0.1711711711711711,0.0487179487179487,results
row,deu,0.1666666666666666,0.0476190476190476,results
upv,deu,0.1801801801801801,0.0602067183462532,results
crn,deu,0.1727272727272727,0.0490956072351421,results
gux,deu,0.1711711711711711,0.0576607611548556,results
kde,deu,0.1981981981981982,0.080078431372549,results
bre,deu,0.2432432432432432,0.1319296040226273,results
zar,deu,0.1711711711711711,0.0487179487179487,results
dgr,deu,0.1711711711711711,0.0487179487179487,results
bjr,deu,0.1495327102803738,0.043360433604336,results
ind,deu,0.7207207207207207,0.6306848680037086,results
kyz,deu,0.1666666666666666,0.0476190476190476,results
cjv,deu,0.1711711711711711,0.0487179487179487,results
cgc,deu,0.2522522522522522,0.1282212885154061,results
ntj,deu,0.1727272727272727,0.0490956072351421,results
zyp,deu,0.1711711711711711,0.0487179487179487,results
mgh,deu,0.1711711711711711,0.0487179487179487,results
cpb,deu,0.1801801801801801,0.0602067183462532,results
bkq,deu,0.1711711711711711,0.0487179487179487,results
qvz,deu,0.1711711711711711,0.0487179487179487,results
clu,deu,0.2072072072072072,0.0959683037269244,results
hat,deu,0.1531531531531531,0.0449735449735449,results
ksr,deu,0.1711711711711711,0.0487179487179487,results
bmu,deu,0.1711711711711711,0.0487179487179487,results
toj,deu,0.1711711711711711,0.0490956072351421,results
usa,deu,0.1651376146788991,0.0472440944881889,results
agu,deu,0.1818181818181818,0.0609734195402298,results
sri,deu,0.1711711711711711,0.0487179487179487,results
sua,deu,0.1801801801801801,0.0602067183462532,results
gam,deu,0.1759259259259259,0.0591111111111111,results
nii,deu,0.1666666666666666,0.0476190476190476,results
taw,deu,0.1711711711711711,0.0487179487179487,results
bef,deu,0.1727272727272727,0.0490956072351421,results
cak,deu,0.1801801801801801,0.0602067183462532,results
cof,deu,0.1818181818181818,0.0608791903858317,results
sgb,deu,0.2342342342342342,0.1268518518518518,results
zlm,deu,0.6756756756756757,0.6055922518456719,results
mcf,deu,0.1545454545454545,0.0449735449735449,results
aby,deu,0.1714285714285714,0.048780487804878,results
sby,deu,0.1801801801801801,0.0602318548387096,results
tfr,deu,0.1727272727272727,0.0490956072351421,results
ake,deu,0.1711711711711711,0.0487179487179487,results
nhi,deu,0.1801801801801801,0.0614412862474878,results
quf,deu,0.1727272727272727,0.0490956072351421,results
sbk,deu,0.1801801801801801,0.0607676767676767,results
jae,deu,0.1650485436893204,0.0472222222222222,results
emi,deu,0.1621621621621621,0.0465116279069767,results
sab,deu,0.1651376146788991,0.0476190476190476,results
cap,deu,0.1801801801801801,0.0602067183462532,results
miz,deu,0.1711711711711711,0.0487179487179487,results
auy,deu,0.1711711711711711,0.0487179487179487,results
zia,deu,0.1711711711711711,0.0487179487179487,results
mva,deu,0.1981981981981982,0.0796466973886328,results
avt,deu,0.1801801801801801,0.0602067183462532,results
faa,deu,0.1711711711711711,0.0490956072351421,results
pio,deu,0.1711711711711711,0.0487179487179487,results
gof,deu,0.1711711711711711,0.0487179487179487,results
arz,deu,0.2522522522522522,0.1789337323018537,results
nya,deu,0.1801801801801801,0.0605990783410138,results
tku,deu,0.1891891891891892,0.0729671335885881,results
ikk,deu,0.1891891891891892,0.0702745098039215,results
cpc,deu,0.1711711711711711,0.0487179487179487,results
bjz,deu,0.1743119266055046,0.0494791666666666,results
zao,deu,0.1621621621621621,0.0465116279069767,results
kik,deu,0.1711711711711711,0.0487179487179487,results
rai,deu,0.1621621621621621,0.046875,results
pab,deu,0.1711711711711711,0.0487179487179487,results
wnc,deu,0.1711711711711711,0.0490956072351421,results
epo,deu,0.6036036036036037,0.4990373520576505,results
kup,deu,0.1759259259259259,0.0498687664041994,results
met,deu,0.1711711711711711,0.0487179487179487,results
tbk,deu,0.1834862385321101,0.0804303278688524,results
mau,deu,0.1711711711711711,0.0487179487179487,results
for,deu,0.1711711711711711,0.0487179487179487,results
zty,deu,0.1801801801801801,0.0614412862474878,results
wal,deu,0.1711711711711711,0.0487179487179487,results
tsw,deu,0.1727272727272727,0.0490956072351421,results
apb,deu,0.1636363636363636,0.046875,results
cme,deu,0.1711711711711711,0.0487179487179487,results
ikw,deu,0.1711711711711711,0.0490956072351421,results
mca,deu,0.1711711711711711,0.0487179487179487,results
rus,deu,0.6396396396396397,0.5263629662913628,results
chf,deu,0.2342342342342342,0.1168141592920354,results
bgt,deu,0.1801801801801801,0.0602318548387096,results
ptp,deu,0.1801801801801801,0.0602067183462532,results
ubr,deu,0.1711711711711711,0.0490956072351421,results
geb,deu,0.1727272727272727,0.0490956072351421,results
wuv,deu,0.1711711711711711,0.0487179487179487,results
cuc,deu,0.1711711711711711,0.0487179487179487,results
djr,deu,0.1559633027522936,0.0449735449735449,results
fai,deu,0.1621621621621621,0.0472440944881889,results
gun,deu,0.1711711711711711,0.0487179487179487,results
mlh,deu,0.1711711711711711,0.0487179487179487,results
are,deu,0.1711711711711711,0.0487179487179487,results
meq,deu,0.1801801801801801,0.0602067183462532,results
gfk,deu,0.1801801801801801,0.0604705882352941,results
quw,deu,0.1711711711711711,0.0487179487179487,results
ctp,deu,0.1727272727272727,0.0490956072351421,results
ena,deu,0.1636363636363636,0.046875,results
lif,deu,0.1801801801801801,0.0602067183462532,results
btt,deu,0.1801801801801801,0.0602318548387096,results
hun,deu,0.6756756756756757,0.6217384226240662,results
ebk,deu,0.1711711711711711,0.0487179487179487,results
tar,deu,0.1711711711711711,0.0487179487179487,results
bzh,deu,0.1621621621621621,0.0465116279069767,results
urd,deu,0.6306306306306306,0.5608217080918231,results
amn,deu,0.1621621621621621,0.0472440944881889,results
ckb,deu,0.1981981981981982,0.080078431372549,results
twi,deu,0.1711711711711711,0.0487179487179487,results
acr,deu,0.1711711711711711,0.0487179487179487,results
esk,deu,0.1636363636363636,0.046875,results
cax,deu,0.1891891891891892,0.0765582655826558,results
fuh,deu,0.1711711711711711,0.0498687664041994,results
wmw,deu,0.2972972972972973,0.1970433476163527,results
kje,deu,0.1727272727272727,0.0494791666666666,results
guc,deu,0.1711711711711711,0.0487179487179487,results
llg,deu,0.1666666666666666,0.0476190476190476,results
hla,deu,0.1636363636363636,0.046875,results
asm,deu,0.5135135135135135,0.3841598876724785,results
acu,deu,0.1727272727272727,0.0490956072351421,results
arb,deu,0.6126126126126126,0.536112537807453,results
qxo,deu,0.1698113207547169,0.0483870967741935,results
tac,deu,0.1711711711711711,0.057627688172043,results
kmk,deu,0.1801801801801801,0.0602318548387096,results
wos,deu,0.1891891891891892,0.0709845430107526,results
ben,deu,0.6036036036036037,0.5031715364562483,results
taj,deu,0.1801801801801801,0.0613756613756613,results
por,deu,0.6216216216216216,0.5626099085901993,results
azg,deu,0.1711711711711711,0.0487179487179487,results
mcp,deu,0.1711711711711711,0.0487179487179487,results
kwi,deu,0.1711711711711711,0.0487179487179487,results
grc,deu,0.3423423423423423,0.2763956796305962,results
tdt,deu,0.1801801801801801,0.0602067183462532,results
lbm,deu,0.5315315315315315,0.429737380263927,results
bkd,deu,0.1727272727272727,0.0490956072351421,results
wap,deu,0.1711711711711711,0.0487179487179487,results
bmh,deu,0.1621621621621621,0.046875,results
khs,deu,0.1801801801801801,0.0602067183462532,results
suz,deu,0.1891891891891892,0.0786252354048964,results
pes,deu,0.6486486486486487,0.533022533022533,results
mmo,deu,0.1711711711711711,0.0487179487179487,results
aaz,deu,0.1666666666666666,0.0476190476190476,results
daa,deu,0.1801801801801801,0.0602318548387096,results
trc,deu,0.1711711711711711,0.0487179487179487,results
npl,deu,0.1891891891891892,0.0704665704665704,results
lat,deu,0.5675675675675675,0.4778100633178915,results
bhd,deu,0.3063063063063063,0.208344821248047,results
bhl,deu,0.1711711711711711,0.0487179487179487,results
cui,deu,0.1711711711711711,0.0487179487179487,results
bmr,deu,0.1711711711711711,0.0487179487179487,results
rkb,deu,0.1711711711711711,0.0487179487179487,results
atd,deu,0.1711711711711711,0.0487179487179487,results
nhe,deu,0.1801801801801801,0.0602067183462532,results
cnt,deu,0.1711711711711711,0.0487179487179487,results
ino,deu,0.1743119266055046,0.0498687664041994,results
lac,deu,0.1711711711711711,0.0490956072351421,results
nno,deu,0.4864864864864865,0.4491204546202155,results
amk,deu,0.1711711711711711,0.0490956072351421,results
kdl,deu,0.1727272727272727,0.0490956072351421,results
tnn,deu,0.1711711711711711,0.0487179487179487,results
bht,deu,0.4403669724770642,0.3510759110505859,results
lbb,deu,0.1621621621621621,0.0472440944881889,results
aii,deu,0.1711711711711711,0.0487179487179487,results
tcz,deu,0.1711711711711711,0.0490956072351421,results
dad,deu,0.1711711711711711,0.0487179487179487,results
awb,deu,0.1621621621621621,0.046875,results
jic,deu,0.1711711711711711,0.0490956072351421,results
tof,deu,0.134020618556701,0.0397553516819571,results
fin,deu,0.6036036036036037,0.5221638854972188,results
apz,deu,0.1711711711711711,0.0487179487179487,results
bbb,deu,0.1698113207547169,0.0483870967741935,results
srm,deu,0.1636363636363636,0.0472440944881889,results
bch,deu,0.1891891891891892,0.0704665704665704,results
agg,deu,0.1711711711711711,0.0487179487179487,results
hot,deu,0.1743119266055046,0.0494791666666666,results
jac,deu,0.1711711711711711,0.0487179487179487,results
kmu,deu,0.1727272727272727,0.0490956072351421,results
mps,deu,0.1711711711711711,0.0487179487179487,results
tbc,deu,0.1711711711711711,0.0487179487179487,results
tte,deu,0.1759259259259259,0.0669037940379403,results
kpf,deu,0.1711711711711711,0.0487179487179487,results
mee,deu,0.1711711711711711,0.0487179487179487,results
ame,deu,0.1711711711711711,0.0498687664041994,results
arl,deu,0.1711711711711711,0.0494791666666666,results
guo,deu,0.1636363636363636,0.0476190476190476,results
lug,deu,0.1801801801801801,0.0602067183462532,results
tgp,deu,0.1531531531531531,0.0453333333333333,results
tnk,deu,0.1711711711711711,0.0487179487179487,results
ppo,deu,0.1651376146788991,0.0472440944881889,results
ian,deu,0.1775700934579439,0.0502645502645502,results
yby,deu,0.1727272727272727,0.0490956072351421,results
ntp,deu,0.1666666666666666,0.0479999999999999,results
qwh,deu,0.1801801801801801,0.0602067183462532,results
bgg,deu,0.1711711711711711,0.0487179487179487,results
bon,deu,0.1621621621621621,0.0483870967741935,results
kgk,deu,0.1574074074074074,0.0453333333333333,results
snc,deu,0.1711711711711711,0.0490956072351421,results
sue,deu,0.1711711711711711,0.057627688172043,results
toc,deu,0.1621621621621621,0.046875,results
csy,deu,0.1711711711711711,0.0487179487179487,results
gdn,deu,0.1743119266055046,0.0594942528735632,results
nch,deu,0.1801801801801801,0.0602318548387096,results
kfw,deu,0.1711711711711711,0.0487179487179487,results
bsj,deu,0.1809523809523809,0.061491538764266,results
coe,deu,0.1711711711711711,0.0487179487179487,results
top,deu,0.1891891891891892,0.0729359567901234,results
tlf,deu,0.1818181818181818,0.0788891811071174,results
ndj,deu,0.1711711711711711,0.0487179487179487,results
apr,deu,0.1711711711711711,0.0487179487179487,results
snn,deu,0.1801801801801801,0.0678210678210678,results
ita,deu,0.6486486486486487,0.5719722361879225,results
hin,deu,0.5945945945945946,0.4955601958883337,results
okv,deu,0.1981981981981982,0.0804870335230866,results
mjc,deu,0.1711711711711711,0.0487179487179487,results
aau,deu,0.1801801801801801,0.0605902777777777,results
xed,deu,0.1711711711711711,0.0487179487179487,results
isl,deu,0.6396396396396397,0.5627712026225673,results
tgj,deu,0.1711711711711711,0.0487179487179487,results
xla,deu,0.1727272727272727,0.0585844093735055,results
dif,deu,0.1711711711711711,0.0487179487179487,results
kwf,deu,0.1801801801801801,0.0602067183462532,results
xsi,deu,0.1711711711711711,0.0487179487179487,results
caf,deu,0.1711711711711711,0.0487179487179487,results
dan,deu,0.5945945945945946,0.5367937360790757,results
hau,deu,0.3693693693693693,0.2882850621295229,results
mbj,deu,0.1711711711711711,0.0487179487179487,results
quc,deu,0.1711711711711711,0.0490956072351421,results
cbi,deu,0.1711711711711711,0.0490956072351421,results
mbl,deu,0.1727272727272727,0.0490956072351421,results
zpv,deu,0.1711711711711711,0.0487179487179487,results
yuw,deu,0.1711711711711711,0.0487179487179487,results
bod,deu,0.2072072072072072,0.0891705069124424,results
udu,deu,0.1711711711711711,0.0487179487179487,results
guj,deu,0.6126126126126126,0.4913338856452045,results
dob,deu,0.1636363636363636,0.046875,results
naf,deu,0.1651376146788991,0.0472440944881889,results
srq,deu,0.1981981981981982,0.0955477787498784,results
gnw,deu,0.1801801801801801,0.0602854330708661,results
tbf,deu,0.1711711711711711,0.0487179487179487,results
cni,deu,0.1801801801801801,0.0603655603655603,results
tbg,deu,0.1636363636363636,0.0479999999999999,results
kvn,deu,0.1891891891891892,0.0709845430107526,results
tcs,deu,0.1891891891891892,0.0729359567901234,results
gyr,deu,0.1545454545454545,0.0453333333333333,results
wrs,deu,0.1711711711711711,0.0487179487179487,results
ton,deu,0.1711711711711711,0.0487179487179487,results
zsr,deu,0.1711711711711711,0.0487179487179487,results
urb,deu,0.1727272727272727,0.0490956072351421,results
nhw,deu,0.1711711711711711,0.0487179487179487,results
tca,deu,0.1711711711711711,0.0487179487179487,results
guh,deu,0.1727272727272727,0.0584166666666666,results
zpi,deu,0.1801801801801801,0.0678210678210678,results
piu,deu,0.1666666666666666,0.0476190476190476,results
ssd,deu,0.1711711711711711,0.0487179487179487,results
zca,deu,0.1711711711711711,0.0592206790123456,results
yad,deu,0.1698113207547169,0.0483870967741935,results
cuk,deu,0.1711711711711711,0.0487179487179487,results
uli,deu,0.1711711711711711,0.0487179487179487,results
azz,deu,0.1711711711711711,0.0490956072351421,results
zos,deu,0.1711711711711711,0.0494791666666666,results
bco,deu,0.1636363636363636,0.046875,results
bps,deu,0.1711711711711711,0.0487179487179487,results
ilo,deu,0.1891891891891892,0.0807380952380952,results
chq,deu,0.1711711711711711,0.0487179487179487,results
imo,deu,0.1711711711711711,0.0487179487179487,results
mto,deu,0.1711711711711711,0.0487179487179487,results
mpm,deu,0.1711711711711711,0.0487179487179487,results
pri,deu,0.1727272727272727,0.0490956072351421,results
swp,deu,0.1981981981981982,0.0811187664041994,results
uig,deu,0.2727272727272727,0.1888802555469222,results
ura,deu,0.1711711711711711,0.0490956072351421,results
gwi,deu,0.1727272727272727,0.0490956072351421,results
hns,deu,0.2342342342342342,0.1110416232367452,results
yss,deu,0.1621621621621621,0.0465116279069767,results
heb,deu,0.4234234234234234,0.3309178202795224,results
nuy,deu,0.1711711711711711,0.0487179487179487,results
ood,deu,0.1651376146788991,0.0472440944881889,results
nlx,deu,0.2612612612612612,0.1572505657502632,results
tif,deu,0.1727272727272727,0.0494791666666666,results
glv,deu,0.1801801801801801,0.0690870098039215,results
poy,deu,0.1711711711711711,0.0576607611548556,results
plt,deu,0.3063063063063063,0.228011687852621,results
pao,deu,0.1442307692307692,0.0423728813559322,results
tha,deu,0.7297297297297297,0.6517094017094017,results
rop,deu,0.1801801801801801,0.0605902777777777,results
tnp,deu,0.1711711711711711,0.0490956072351421,results
viv,deu,0.1727272727272727,0.0494791666666666,results
tuf,deu,0.1621621621621621,0.0476190476190476,results
nob,deu,0.6909090909090909,0.6422447279465825,results
otm,deu,0.1711711711711711,0.0487179487179487,results
gvs,deu,0.1727272727272727,0.0490956072351421,results
cle,deu,0.1711711711711711,0.0487179487179487,results
nhy,deu,0.1621621621621621,0.0472440944881889,results
ote,deu,0.1711711711711711,0.0487179487179487,results
sim,deu,0.1621621621621621,0.0465116279069767,results
usp,deu,0.1711711711711711,0.0487179487179487,results
haw,deu,0.1801801801801801,0.0602067183462532,results
sbd,deu,0.1711711711711711,0.0487179487179487,results
tke,deu,0.1711711711711711,0.0487179487179487,results
bnp,deu,0.1711711711711711,0.057627688172043,results
kos,deu,0.1801801801801801,0.0614412862474878,results
kiz,deu,0.2162162162162162,0.1338356399907633,results
tiy,deu,0.1711711711711711,0.0494791666666666,results
cot,deu,0.1801801801801801,0.0676078431372548,results
reg,deu,0.1834862385321101,0.0698924731182795,results
bjv,deu,0.1711711711711711,0.0487179487179487,results
ken,deu,0.1711711711711711,0.0487179487179487,results
zas,deu,0.1711711711711711,0.0487179487179487,results
hub,deu,0.1636363636363636,0.046875,results
cut,deu,0.1711711711711711,0.0490956072351421,results
tgo,deu,0.1711711711711711,0.0487179487179487,results
srp,deu,0.6486486486486487,0.5469135802469136,results
cek,deu,0.1711711711711711,0.0487179487179487,results
tvt,deu,0.1711711711711711,0.0487179487179487,results
lid,deu,0.1711711711711711,0.0487179487179487,results
gub,deu,0.1727272727272727,0.0490956072351421,results
nld,deu,0.6396396396396397,0.5679682164433938,results
bwo,deu,0.1711711711711711,0.0490956072351421,results
qul,deu,0.1711711711711711,0.0498687664041994,results
xav,deu,0.1801801801801801,0.0602067183462532,results
pwg,deu,0.1711711711711711,0.0490956072351421,results
kyc,deu,0.1891891891891892,0.0707020997375328,results
hmo,deu,0.1711711711711711,0.0487179487179487,results
tav,deu,0.1711711711711711,0.0487179487179487,results
lcm,deu,0.1711711711711711,0.0487179487179487,results
tzo,deu,0.1711711711711711,0.0487179487179487,results
tet,deu,0.1666666666666666,0.0476190476190476,results
bqp,deu,0.1711711711711711,0.0487179487179487,results
zav,deu,0.1636363636363636,0.046875,results
nko,deu,0.1711711711711711,0.0487179487179487,results
mmx,deu,0.1711711711711711,0.0490956072351421,results
maq,deu,0.1711711711711711,0.0487179487179487,results
als,deu,0.4684684684684684,0.3683694369188747,results
kgf,deu,0.1711711711711711,0.0487179487179487,results
qxh,deu,0.1818181818181818,0.0609798775153105,results
yle,deu,0.1759259259259259,0.0498687664041994,results
xtd,deu,0.1711711711711711,0.0487179487179487,results
myu,deu,0.1636363636363636,0.0472440944881889,results
mbh,deu,0.1711711711711711,0.0502645502645502,results
arn,deu,0.1711711711711711,0.0487179487179487,results
mio,deu,0.2612612612612612,0.1334961334961335,results
aey,deu,0.1869158878504672,0.0621609195402298,results
yao,deu,0.1531531531531531,0.046070460704607,results
rgu,deu,0.1521739130434782,0.0440251572327044,results
ngu,deu,0.1801801801801801,0.0614412862474878,results
ata,deu,0.1711711711711711,0.0487179487179487,results
tgl,deu,0.4414414414414414,0.3667050721314287,results
poi,deu,0.1711711711711711,0.0487179487179487,results
cbt,deu,0.1711711711711711,0.0487179487179487,results
mbt,deu,0.1711711711711711,0.0487179487179487,results
alq,deu,0.1711711711711711,0.0490956072351421,results
npi,deu,0.6396396396396397,0.5357975879554713,results
hix,deu,0.1636363636363636,0.046875,results
fuf,deu,0.1711711711711711,0.0490956072351421,results
cao,deu,0.1711711711711711,0.0494791666666666,results
jpn,deu,0.6306306306306306,0.5221636480679228,results
bfz,deu,0.4414414414414414,0.2660784885049591,results
mit,deu,0.1621621621621621,0.0465116279069767,results
mbc,deu,0.1711711711711711,0.0487179487179487,results
oji,deu,0.1711711711711711,0.0487179487179487,results
kwd,deu,0.1801801801801801,0.0602067183462532,results
sxb,deu,0.1981981981981982,0.0800619434765776,results
zaw,deu,0.1711711711711711,0.0490956072351421,results
nca,deu,0.1801801801801801,0.0602067183462532,results
aoj,deu,0.1666666666666666,0.0682926829268292,results
kmo,deu,0.1711711711711711,0.0490956072351421,results
bao,deu,0.1711711711711711,0.0487179487179487,results
qvn,deu,0.1711711711711711,0.0487179487179487,results
omw,deu,0.1636363636363636,0.046875,results
qub,deu,0.1711711711711711,0.057627688172043,results
enq,deu,0.1711711711711711,0.0490956072351421,results
mya,deu,0.5045045045045045,0.4102638424377554,results
bki,deu,0.1711711711711711,0.0487179487179487,results
buk,deu,0.1743119266055046,0.0494791666666666,results
bvr,deu,0.1711711711711711,0.0487179487179487,results
mlp,deu,0.1818181818181818,0.0613756613756613,results
knj,deu,0.1711711711711711,0.0490956072351421,results
bdv,deu,0.1891891891891892,0.0902360463439257,results
mxq,deu,0.1711711711711711,0.0487179487179487,results
zho,deu,0.56,0.467068222068222,results
kbh,deu,0.1711711711711711,0.0498687664041994,results
snp,deu,0.1711711711711711,0.0490956072351421,results
aak,deu,0.1711711711711711,0.0487179487179487,results
tim,deu,0.1727272727272727,0.0490956072351421,results
wiu,deu,0.1818181818181818,0.0605902777777777,results
vmy,deu,0.1711711711711711,0.0487179487179487,results
pad,deu,0.1711711711711711,0.0487179487179487,results
kmg,deu,0.1743119266055046,0.0494791666666666,results
yaq,deu,0.1711711711711711,0.0487179487179487,results
otn,deu,0.1711711711711711,0.0487179487179487,results
kms,deu,0.1801801801801801,0.0618248456790123,results
lbk,deu,0.1981981981981982,0.0819166666666666,results
ceg,deu,0.1711711711711711,0.0487179487179487,results
zaj,deu,0.1981981981981982,0.085817524841915,results
bvd,deu,0.1711711711711711,0.0487179487179487,results
hto,deu,0.1711711711711711,0.0490956072351421,results
huu,deu,0.1727272727272727,0.0490956072351421,results
cbu,deu,0.1574074074074074,0.0544715447154471,results
nak,deu,0.1727272727272727,0.0490956072351421,results
cbv,deu,0.1727272727272727,0.0490956072351421,results
pol,deu,0.6576576576576577,0.5852564102564103,results
nab,deu,0.160377358490566,0.046070460704607,results
too,deu,0.1711711711711711,0.0487179487179487,results
kjs,deu,0.1711711711711711,0.0487179487179487,results
gui,deu,0.1891891891891892,0.0704665704665704,results
yom,deu,0.1621621621621621,0.0465116279069767,results
mux,deu,0.1621621621621621,0.0465116279069767,results
pon,deu,0.1711711711711711,0.0490956072351421,results
bss,deu,0.1711711711711711,0.0487179487179487,results
kpx,deu,0.1636363636363636,0.0476190476190476,results
nho,deu,0.1711711711711711,0.0487179487179487,results
srn,deu,0.1801801801801801,0.0602854330708661,results
yal,deu,0.1711711711711711,0.0487179487179487,results
aon,deu,0.1711711711711711,0.0487179487179487,results
kne,deu,0.2342342342342342,0.1371330781977432,results
poe,deu,0.1711711711711711,0.0487179487179487,results
rug,deu,0.1711711711711711,0.0487179487179487,results
bgs,deu,0.2162162162162162,0.1026366341040597,results
zac,deu,0.1711711711711711,0.0487179487179487,results
tpi,deu,0.1801801801801801,0.0717013888888888,results
sqi,deu,0.4594594594594595,0.346789132055274,results
dao,deu,0.1711711711711711,0.0487179487179487,results
bzj,deu,0.1801801801801801,0.0608791903858317,results
byr,deu,0.1711711711711711,0.0487179487179487,results
stp,deu,0.1711711711711711,0.0487179487179487,results
att,deu,0.1711711711711711,0.0487179487179487,results
boj,deu,0.1621621621621621,0.046875,results
gqr,deu,0.1711711711711711,0.0487179487179487,results
ksw,deu,0.1711711711711711,0.0487179487179487,results
msa,deu,0.4864864864864865,0.3711864898166268,results
nde,deu,0.2702702702702703,0.13718820861678,results
uvh,deu,0.1743119266055046,0.0494791666666666,results
yut,deu,0.1818181818181818,0.0605902777777777,results
som,deu,0.3063063063063063,0.2179824561403509,results
kze,deu,0.1711711711711711,0.0487179487179487,results
gul,deu,0.3243243243243243,0.2871248992329132,results
boa,deu,0.1775700934579439,0.0591971544715447,results
dik,deu,0.1801801801801801,0.0602067183462532,results
poh,deu,0.1711711711711711,0.0487179487179487,results
spa,deu,0.7027027027027027,0.6213318931550772,results
mpp,deu,0.1727272727272727,0.0583552055993,results
enm,deu,0.5405405405405406,0.4658273123318715,results
tbz,deu,0.1711711711711711,0.0487179487179487,results
qvh,deu,0.1775700934579439,0.0594982078853046,results
ngp,deu,0.2162162162162162,0.0976284584980237,results
yrb,deu,0.1792452830188679,0.0606745807424156,results
cub,deu,0.1711711711711711,0.0487179487179487,results
amm,deu,0.1711711711711711,0.0490956072351421,results
obo,deu,0.1711711711711711,0.0487179487179487,results
sbs,deu,0.1801801801801801,0.0606812169312169,results
gah,deu,0.2,0.0815145502645502,results
pah,deu,0.1636363636363636,0.046875,results
mal,deu,0.5945945945945946,0.5006954465287798,results
sja,deu,0.1711711711711711,0.0487179487179487,results
kyf,deu,0.1711711711711711,0.0487179487179487,results
zpo,deu,0.1891891891891892,0.0713741427482855,results
khz,deu,0.1711711711711711,0.0487179487179487,results
kpr,deu,0.1711711711711711,0.0490956072351421,results
ots,deu,0.1711711711711711,0.0487179487179487,results
mcr,deu,0.1711711711711711,0.0487179487179487,results
meu,deu,0.1801801801801801,0.0602318548387096,results
kto,deu,0.1727272727272727,0.0583552055993,results
kij,deu,0.1801801801801801,0.0602067183462532,results
tgk,deu,0.1801801801801801,0.0602854330708661,results
gdr,deu,0.1711711711711711,0.0487179487179487,results
gvc,deu,0.1775700934579439,0.0502645502645502,results
gum,deu,0.1801801801801801,0.0602067183462532,results
spl,deu,0.1844660194174757,0.0519125683060109,results
opm,deu,0.1711711711711711,0.0487179487179487,results
ong,deu,0.1818181818181818,0.0606214545762424,results
mpt,deu,0.1636363636363636,0.0472440944881889,results
smk,deu,0.1801801801801801,0.0621693121693121,results
nlg,deu,0.1711711711711711,0.0487179487179487,results
uvl,deu,0.1801801801801801,0.0602067183462532,results
bjk,deu,0.1711711711711711,0.0487179487179487,results
ctu,deu,0.1891891891891892,0.0710978835978835,results
cjo,deu,0.1559633027522936,0.0453333333333333,results
mop,deu,0.1711711711711711,0.0506666666666666,results
nlc,deu,0.1743119266055046,0.0494791666666666,results
bgc,deu,0.4684684684684684,0.3658818982321705,results
kew,deu,0.1801801801801801,0.0602067183462532,results
waj,deu,0.1711711711711711,0.0490956072351421,results
hrv,deu,0.6486486486486487,0.5352618213734864,results
ssg,deu,0.1711711711711711,0.0576607611548556,results
lzh,deu,0.5855855855855856,0.5137700852416168,results
swe,deu,0.6036036036036037,0.5387160305741109,results
nwi,deu,0.1711711711711711,0.0487179487179487,results
spy,deu,0.1711711711711711,0.0487179487179487,results
kbm,deu,0.2072072072072072,0.0879486043420469,results
tpz,deu,0.1711711711711711,0.0487179487179487,results
sps,deu,0.1711711711711711,0.0487179487179487,results
tna,deu,0.2222222222222222,0.1086796345417035,results
mco,deu,0.1711711711711711,0.0487179487179487,results
zat,deu,0.1891891891891892,0.0707020997375328,results
ycn,deu,0.1711711711711711,0.0487179487179487,results
xtm,deu,0.1711711711711711,0.0487179487179487,results
nnq,deu,0.2072072072072072,0.0917143038355159,results
kpj,deu,0.1698113207547169,0.0576388888888888,results
mav,deu,0.1711711711711711,0.0487179487179487,results
maj,deu,0.1711711711711711,0.0490956072351421,results
tee,deu,0.1711711711711711,0.0487179487179487,results
zpm,deu,0.1727272727272727,0.0490956072351421,results
txq,deu,0.1666666666666666,0.0476190476190476,results
myy,deu,0.1711711711711711,0.0487179487179487,results
ttc,deu,0.1801801801801801,0.0602067183462532,results
dov,deu,0.1711711711711711,0.0502645502645502,results
cbk,deu,0.5135135135135135,0.3958578208807041,results
mxp,deu,0.1711711711711711,0.0487179487179487,results
tzj,deu,0.1801801801801801,0.0621693121693121,results
emp,deu,0.1711711711711711,0.0487179487179487,results
agt,deu,0.1666666666666666,0.0476190476190476,results
eus,deu,0.3063063063063063,0.192106037655356,results
amp,deu,0.1636363636363636,0.046875,results
